familyid,hhsize,age,lifesatis,dwellingunit,ownhome,employstatus,salary,owncar,numbercars,ownbusiness,healthins,collegeeduc,highlifesatis,logage,employed,retired
5620,1,59,2,3,0,5,0,1,1,0,1,0,1,4.0775375,0,0
8559,1,57,2,1,1,1,0,1,3,0,1,0,1,4.0430512,1,0
6510,1,43,3,3,0,5,0,0,0,0,1,0,0,3.7612002,0,0
9172,1,42,3,1,0,1,0,1,1,1,0,0,0,3.7376697,1,0
7682,4,27,3,2,0,1,0,1,1,0,1,0,0,3.2958369,1,0
9421,2,27,1,2,0,1,0,0,0,0,0,0,1,3.2958369,1,0
6393,2,25,2,3,0,6,0,1,1,0,1,0,1,3.2188759,0,0
4293,5,35,1,3,0,3,0,1,1,0,1,0,1,3.5553482,0,0
8691,2,34,2,1,0,1,0,1,2,0,1,0,1,3.5263605,1,0
8276,3,55,1,1,1,1,0,1,3,0,1,0,1,4.0073333,1,0
3859,2,50,1,1,1,5,0,1,2,0,1,0,1,3.9120231,0,0
4162,4,22,3,1,0,1,0,1,3,0,1,0,0,3.0910425,1,0
3894,2,61,2,1,1,1,0,1,4,0,1,0,1,4.1108737,1,0
4308,3,39,1,1,1,1,0,1,2,0,1,0,1,3.6635616,1,0
4039,2,66,3,4,1,4,0,1,2,0,1,0,0,4.1896548,0,1
4043,2,62,1,1,1,1,180000,1,2,0,1,1,1,4.1271343,1,0
9110,4,43,2,1,1,1,125000,1,2,0,1,1,1,3.7612002,1,0
7810,5,36,2,1,0,1,1500,1,3,0,1,1,1,3.583519,1,0
8286,4,35,1,1,1,1,0,1,3,0,1,1,1,3.5553482,1,0
5702,1,33,1,1,1,1,135000,1,3,0,1,0,1,3.4965076,1,0
4056,2,72,3,1,1,2,0,1,4,0,1,0,0,4.2766662,0,0
6322,5,43,2,1,1,1,157000,1,3,0,1,1,1,3.7612002,1,0
3802,1,62,3,1,0,5,0,1,1,0,0,0,0,4.1271343,0,0
4360,2,61,2,1,0,6,0,0,0,0,1,0,1,4.1108737,0,0
3831,2,43,3,4,1,1,0,1,1,0,0,0,0,3.7612002,1,0
4371,3,42,3,1,0,3,0,1,1,0,1,0,0,3.7376697,0,0
4984,1,42,3,1,0,1,0,0,0,0,1,0,0,3.7376697,1,0
4348,2,40,3,3,0,5,0,1,1,0,1,1,0,3.6888795,0,0
5898,5,36,1,2,0,1,0,1,1,0,1,0,1,3.583519,1,0
7924,3,36,2,1,0,1,0,1,1,0,1,0,1,3.583519,1,0
5735,2,33,3,1,1,3,0,1,1,0,1,0,0,3.4965076,0,0
5069,2,29,0,1,1,1,0,1,2,0,1,0,0,3.3672957,1,0
4139,3,25,1,1,0,1,0,1,4,0,1,0,1,3.2188759,1,0
9038,4,26,3,1,1,1,0,1,2,0,1,0,0,3.2580965,1,0
4261,1,24,3,1,0,3,0,0,0,0,0,0,0,3.1780539,0,0
3854,4,24,1,4,0,1,0,1,1,0,1,0,1,3.1780539,1,0
6798,2,20,1,1,0,7,0,1,1,0,1,0,1,2.9957323,0,0
5140,2,18,1,3,0,7,0,0,0,0,0,0,1,2.8903718,0,0
4769,3,47,3,2,0,1,0,1,1,0,1,0,0,3.8501475,1,0
4690,4,28,1,1,1,1,0,1,3,1,0,0,1,3.3322046,1,0
4596,4,55,3,1,0,5,0,1,1,0,1,0,0,4.0073333,0,0
5879,4,24,4,1,0,1,0,1,3,0,1,0,0,3.1780539,1,0
4873,3,22,3,1,0,1,0,1,2,0,0,0,0,3.0910425,1,0
5233,2,24,1,1,0,1,0,1,2,0,1,0,1,3.1780539,1,0
1119,1,73,1,1,1,4,0,1,1,0,1,0,1,4.2904596,0,1
1458,3,53,1,1,0,1,0,1,1,0,0,0,1,3.9702919,1,0
1478,1,51,3,1,0,1,0,1,1,0,0,0,0,3.9318256,1,0
1151,2,70,3,2,0,4,0,1,2,0,1,0,0,4.2484951,0,1
1173,1,41,3,3,0,3,0,0,0,0,1,0,0,3.713572,0,0
1744,2,24,2,1,0,3,0,1,1,0,0,0,1,3.1780539,0,0
1510,3,50,2,1,1,1,47000,1,3,0,1,1,1,3.9120231,1,0
1566,4,26,1,1,0,1,0,1,1,0,1,0,1,3.2580965,1,0
214,1,98,3,1,1,4,0,0,0,0,1,0,0,4.5849676,0,1
503,1,64,2,1,1,4,0,1,2,0,1,0,1,4.1588831,0,1
3808,1,88,4,1,1,4,0,1,2,0,1,0,0,4.4773369,0,1
3820,1,66,3,1,0,4,0,1,1,0,1,0,0,4.1896548,0,1
3838,2,68,2,1,1,4,0,1,4,0,1,0,1,4.2195077,0,1
1223,2,53,2,1,0,4,0,1,3,0,1,0,1,3.9702919,0,1
2521,5,32,2,1,1,1,0,1,3,0,1,1,1,3.4657359,1,0
2400,2,25,1,1,1,3,0,1,2,0,1,1,1,3.2188759,0,0
1723,1,22,2,3,0,1,0,1,1,0,1,0,1,3.0910425,1,0
1371,2,55,1,1,1,1,72000,1,2,0,1,0,1,4.0073333,1,0
1669,3,34,2,1,0,1,0,1,3,0,1,0,1,3.5263605,1,0
6042,1,79,1,7,0,4,0,0,0,0,1,0,1,4.3694477,0,1
7511,1,55,3,3,0,5,0,1,1,0,1,0,0,4.0073333,0,0
5223,3,54,3,3,0,1,0,1,1,0,1,1,0,3.9889841,1,0
9035,3,59,2,1,1,1,0,1,4,0,1,1,1,4.0775375,1,0
7548,13,43,1,4,1,1,0,1,3,0,1,0,1,3.7612002,1,0
6436,1,27,3,7,0,3,0,0,0,0,1,0,0,3.2958369,0,0
5969,4,37,3,1,1,1,0,1,3,0,1,0,0,3.6109178,1,0
4188,1,95,0,7,0,4,0,0,0,0,1,0,0,4.5538769,0,1
5520,3,60,1,1,1,1,0,1,3,0,1,0,1,4.0943446,1,0
3992,2,63,2,1,1,1,5000,1,4,1,1,1,1,4.1431346,1,0
4364,1,64,2,1,1,3,0,1,1,0,1,0,1,4.1588831,0,0
3818,1,69,3,1,1,4,0,1,2,0,1,0,0,4.2341065,0,1
4401,5,44,1,1,1,1,0,1,5,0,1,0,1,3.7841897,1,0
9570,3,43,1,1,1,1,0,1,3,0,1,0,1,3.7612002,1,0
5861,3,36,2,2,0,5,0,0,0,0,1,0,1,3.583519,0,0
8610,4,42,3,1,1,6,0,1,2,0,1,0,0,3.7376697,0,0
7631,4,38,2,1,1,1,0,1,2,0,1,0,1,3.6375861,1,0
8110,1,84,2,7,0,4,0,0,0,0,1,0,1,4.4308167,0,1
3774,1,65,4,1,1,2,0,1,4,1,1,0,0,4.1743875,0,0
5514,1,64,3,1,1,1,0,1,1,0,1,0,0,4.1588831,1,0
4863,2,45,4,4,0,1,0,1,1,0,1,0,0,3.8066626,1,0
470,2,59,1,1,1,1,0,1,1,0,1,0,1,4.0775375,1,0
868,1,52,2,1,0,1,0,1,1,0,1,0,1,3.9512436,1,0
40,4,51,2,1,1,1,0,1,2,0,1,0,1,3.9318256,1,0
392,5,43,1,1,1,1,80000,1,3,0,1,0,1,3.7612002,1,0
283,7,25,3,2,1,1,0,1,4,0,1,0,0,3.2188759,1,0
1963,1,67,3,6,1,1,60000,1,1,0,1,0,0,4.2046928,1,0
1885,1,47,2,6,0,1,100000,1,1,0,1,0,1,3.8501475,1,0
1100,5,46,2,6,0,6,0,1,2,0,1,0,1,3.8286414,0,0
3586,2,70,3,1,1,4,0,1,2,0,1,1,0,4.2484951,0,1
1914,2,71,2,1,1,4,0,1,2,1,1,1,1,4.2626801,0,1
2698,2,72,2,1,1,1,0,1,1,1,1,1,1,4.2766662,1,0
2741,1,49,2,1,0,1,0,0,0,1,1,0,1,3.8918202,1,0
3059,3,47,2,1,1,1,0,1,4,0,1,1,1,3.8501475,1,0
2687,1,45,2,1,1,1,0,1,2,1,1,0,1,3.8066626,1,0
3578,3,48,4,3,0,1,0,1,1,0,1,0,0,3.871201,1,0
3880,1,83,2,1,1,4,0,1,1,0,1,0,1,4.4188404,0,1
6831,2,57,2,1,1,1,0,1,2,0,1,1,1,4.0430512,1,0
3902,1,55,3,3,0,5,0,0,0,0,1,0,0,4.0073333,0,0
4503,3,54,2,1,1,1,96000,1,5,0,1,0,1,3.9889841,1,0
3886,2,35,3,3,0,5,0,0,0,0,1,0,0,3.5553482,0,0
8258,2,34,2,3,0,1,0,1,2,0,1,1,1,3.5263605,1,0
8096,7,31,2,1,0,1,0,1,3,0,1,0,1,3.4339871,1,0
8600,1,31,2,1,1,1,56000,1,1,0,1,0,1,3.4339871,1,0
8029,3,47,2,1,1,1,92000,1,5,0,1,1,1,3.8501475,1,0
8259,5,47,2,1,1,1,0,1,5,0,1,1,1,3.8501475,1,0
8073,4,40,2,1,1,1,52000,1,1,1,1,1,1,3.6888795,1,0
8293,2,54,3,1,1,1,0,1,3,0,1,1,0,3.9889841,1,0
9260,2,40,2,4,1,1,0,1,1,0,1,0,1,3.6888795,1,0
8517,2,38,3,1,1,5,0,1,3,0,1,1,0,3.6375861,0,0
4197,4,36,2,3,0,1,123000,1,2,0,1,1,1,3.583519,1,0
3834,3,32,3,1,0,1,0,1,1,0,1,0,0,3.4657359,1,0
3858,4,62,1,1,1,4,0,1,2,0,1,0,1,4.1271343,0,1
7180,3,37,2,1,1,1,39850,1,1,0,1,0,1,3.6109178,1,0
4383,5,37,1,1,1,1,0,1,2,0,1,0,1,3.6109178,1,0
6731,5,46,3,1,1,1,0,1,1,0,1,0,0,3.8286414,1,0
8301,4,50,2,1,1,1,0,1,2,0,1,0,1,3.9120231,1,0
8454,5,38,2,1,1,1,0,1,2,0,1,0,1,3.6375861,1,0
4456,2,59,1,1,1,1,0,1,2,0,1,1,1,4.0775375,1,0
4212,2,61,3,3,0,4,0,0,0,0,1,0,0,4.1108737,0,1
4811,3,39,1,6,0,1,0,1,1,0,1,0,1,3.6635616,1,0
8283,2,22,1,4,1,1,0,1,1,0,1,0,1,3.0910425,1,0
5238,2,61,3,4,1,1,0,1,3,0,1,0,0,4.1108737,1,0
7953,2,50,2,4,1,5,0,1,3,0,1,0,1,3.9120231,0,0
8738,3,35,1,1,0,1,0,1,3,1,1,0,1,3.5553482,1,0
3360,1,61,4,4,1,4,0,1,1,0,1,0,0,4.1108737,0,1
3359,2,27,3,4,0,3,0,1,1,0,0,0,0,3.2958369,0,0
4260,2,81,1,1,1,4,0,1,1,0,1,0,1,4.3944492,0,1
4959,3,52,2,1,1,1,5900,1,2,1,1,0,1,3.9512436,1,0
4710,1,28,3,1,1,1,0,1,1,0,0,0,0,3.3322046,1,0
3934,2,26,2,1,0,1,0,1,2,0,1,0,1,3.2580965,1,0
3782,2,26,3,1,1,1,62000,1,3,0,1,0,0,3.2580965,1,0
3833,2,56,2,1,1,1,0,1,2,1,1,0,1,4.0253515,1,0
9208,4,49,2,1,1,1,0,1,4,0,1,1,1,3.8918202,1,0
7897,3,45,1,1,1,1,55000,1,3,0,1,1,1,3.8066626,1,0
6845,4,47,2,1,1,1,75000,1,4,0,1,1,1,3.8501475,1,0
5744,4,32,1,1,1,1,1600,1,4,0,1,0,1,3.4657359,1,0
6005,2,82,2,1,1,4,0,1,1,0,1,0,1,4.4067192,0,1
5715,1,57,2,1,1,1,0,0,0,0,1,0,1,4.0430512,1,0
6377,1,53,2,1,0,1,0,1,1,0,1,0,1,3.9702919,1,0
7312,1,28,2,1,0,1,2000,1,1,0,1,0,1,3.3322046,1,0
6193,2,25,3,3,0,1,0,1,2,0,1,1,0,3.2188759,1,0
5884,4,57,2,1,1,1,0,1,6,1,1,1,1,4.0430512,1,0
6411,2,44,1,1,1,1,145000,1,2,0,1,1,1,3.7841897,1,0
5290,2,75,2,4,1,4,0,1,1,0,1,0,1,4.3174882,0,1
9018,4,50,3,4,1,1,5500,1,2,0,1,0,0,3.9120231,1,0
5557,6,38,2,1,0,2,0,1,3,0,1,0,1,3.6375861,0,0
4282,2,82,2,1,0,4,0,1,2,0,1,0,1,4.4067192,0,1
4452,2,59,2,4,1,1,0,1,2,0,1,0,1,4.0775375,1,0
4300,2,56,3,1,0,5,0,1,4,0,1,0,0,4.0253515,0,0
7199,2,55,2,1,1,1,5982,1,1,0,1,0,1,4.0073333,1,0
6979,5,52,1,1,1,3,0,1,4,0,1,0,1,3.9512436,0,0
4352,1,50,2,1,0,6,0,0,0,0,1,0,1,3.9120231,0,0
7142,3,38,2,4,0,1,0,1,2,0,1,0,1,3.6375861,1,0
7513,4,37,2,2,0,1,0,1,2,0,1,0,1,3.6109178,1,0
7058,5,36,2,1,1,1,0,1,3,0,1,0,1,3.583519,1,0
7986,1,28,3,2,0,1,0,0,0,0,1,0,0,3.3322046,1,0
4413,1,26,2,1,0,1,0,0,0,0,1,0,1,3.2580965,1,0
7038,1,26,2,1,0,1,0,1,1,0,0,0,1,3.2580965,1,0
4406,2,24,1,3,0,1,70000,1,2,0,1,1,1,3.1780539,1,0
4717,2,58,2,1,1,1,0,0,0,0,1,0,1,4.0604429,1,0
4632,2,62,3,1,1,1,0,1,1,0,1,0,0,4.1271343,1,0
4417,3,68,2,1,1,4,0,1,3,0,1,0,1,4.2195077,0,1
7626,3,54,2,3,0,1,0,1,3,0,1,1,1,3.9889841,1,0
4675,1,80,1,1,1,4,0,1,1,0,1,0,1,4.3820267,0,1
6553,1,52,3,1,0,3,0,0,0,0,0,0,0,3.9512436,0,0
9312,1,41,2,4,0,6,0,0,0,0,0,0,1,3.713572,0,0
6266,3,24,3,2,0,3,0,0,0,0,1,0,0,3.1780539,0,0
7132,3,24,3,4,0,1,0,1,1,0,1,0,0,3.1780539,1,0
4917,2,29,3,1,0,1,0,0,0,0,1,0,0,3.3672957,1,0
2661,2,68,2,6,1,1,0,1,2,1,1,0,1,4.2195077,1,0
3493,3,47,4,1,0,1,0,1,1,0,1,0,0,3.8501475,1,0
2874,4,41,2,1,1,1,65000,1,2,0,1,1,1,3.713572,1,0
2995,2,26,1,3,0,7,0,1,2,1,1,0,1,3.2580965,0,0
2757,2,71,2,1,1,1,0,1,1,0,1,0,1,4.2626801,1,0
3156,5,47,3,1,1,1,60000,1,4,0,1,0,0,3.8501475,1,0
2089,2,66,2,1,1,1,9999999,1,2,0,1,1,1,4.1896548,1,0
1440,2,65,2,1,1,4,0,1,2,0,1,1,1,4.1743875,0,1
1941,4,36,2,1,1,1,71500,1,2,0,1,1,1,3.583519,1,0
1576,2,24,1,1,1,1,0,1,2,0,1,1,1,3.1780539,1,0
1407,3,59,2,1,1,1,63000,1,3,0,1,1,1,4.0775375,1,0
1931,3,38,2,1,1,1,85000,1,2,0,1,1,1,3.6375861,1,0
1547,3,29,1,1,1,1,44000,1,2,0,1,1,1,3.3672957,1,0
3783,1,79,4,4,1,4,0,0,0,0,1,0,0,4.3694477,0,1
7213,5,50,1,1,1,1,0,1,3,0,1,0,1,3.9120231,1,0
8752,2,24,2,3,0,1,0,1,2,0,1,0,1,3.1780539,1,0
2554,1,83,2,3,0,6,0,1,1,0,1,0,1,4.4188404,0,0
3647,1,55,3,3,1,1,0,1,1,0,1,0,0,4.0073333,1,0
4782,1,63,1,1,0,1,70000,1,1,1,0,0,1,4.1431346,1,0
5477,1,31,2,1,0,1,0,0,0,1,1,0,1,3.4339871,1,0
113,1,64,8,1,1,6,0,1,1,0,1,0,0,4.1588831,0,0
5642,3,84,2,1,1,4,0,1,3,0,1,1,1,4.4308167,0,1
3971,2,60,3,1,1,4,0,1,3,0,1,0,0,4.0943446,0,1
7292,1,53,2,1,1,1,0,1,1,0,1,0,1,3.9702919,1,0
4028,4,40,1,1,1,1,0,1,2,0,1,1,1,3.6888795,1,0
8411,4,33,2,1,1,1,0,1,2,0,1,1,1,3.4965076,1,0
7780,4,41,1,1,1,1,0,1,3,0,1,0,1,3.713572,1,0
8362,2,58,4,1,1,1,0,1,2,0,1,0,0,4.0604429,1,0
4605,2,81,2,1,1,4,0,1,1,0,1,0,1,4.3944492,0,1
7263,3,28,2,1,0,3,0,1,2,0,1,0,1,3.3322046,0,0
4120,1,58,1,4,0,1,150000,1,1,1,1,0,1,4.0604429,1,0
8037,3,36,2,1,1,1,129000,1,2,0,1,0,1,3.583519,1,0
5148,4,30,2,1,1,1,85800,1,1,0,1,1,1,3.4011974,1,0
3926,4,37,3,2,0,1,80000,1,2,0,1,1,0,3.6109178,1,0
9298,5,38,1,1,0,3,0,1,1,0,1,0,1,3.6375861,0,0
6822,2,89,2,1,1,4,0,1,2,0,1,0,1,4.4886365,0,1
8488,1,62,1,1,1,1,450,1,1,0,1,0,1,4.1271343,1,0
3864,1,53,3,1,1,1,52000,1,1,0,1,0,0,3.9702919,1,0
7499,1,37,2,1,0,1,0,1,1,0,0,0,1,3.6109178,1,0
4927,1,29,1,3,0,1,0,1,2,0,1,0,1,3.3672957,1,0
4016,2,65,2,1,1,1,0,1,2,0,1,0,1,4.1743875,1,0
5696,4,40,2,1,1,1,4000,1,2,1,1,1,1,3.6888795,1,0
3976,2,59,2,4,1,1,42000,1,2,0,1,0,1,4.0775375,1,0
8136,4,36,2,1,0,1,0,1,2,0,1,0,1,3.583519,1,0
520,2,53,2,1,1,1,0,1,2,0,1,0,1,3.9702919,1,0
523,3,58,2,1,1,1,80000,1,4,1,1,1,1,4.0604429,1,0
6225,2,33,2,3,1,1,85000,1,2,0,1,1,1,3.4965076,1,0
3944,3,60,2,1,1,1,135000,1,3,0,1,0,1,4.0943446,1,0
4367,4,41,3,1,1,1,62500,1,2,0,1,0,0,3.713572,1,0
339,1,69,2,1,1,4,0,1,1,0,1,0,1,4.2341065,0,1
2066,2,41,4,4,1,5,0,1,1,0,1,1,0,3.713572,0,0
1647,1,23,3,3,0,3,0,1,1,0,0,0,0,3.1354942,0,0
2338,3,71,1,1,1,4,0,0,0,0,1,1,1,4.2626801,0,1
1540,2,43,4,1,0,5,0,1,2,0,1,0,0,3.7612002,0,0
5695,2,71,1,1,1,4,0,1,2,0,1,0,1,4.2626801,0,1
2238,1,71,2,1,1,4,0,1,2,0,1,0,1,4.2626801,0,1
1039,1,75,1,1,1,4,0,0,0,0,1,0,1,4.3174882,0,1
1134,1,37,4,3,0,5,0,0,0,0,1,0,0,3.6109178,0,0
5837,1,58,3,3,0,1,0,1,1,0,1,0,0,4.0604429,1,0
4044,3,42,4,3,0,1,0,1,1,0,1,0,0,3.7376697,1,0
5663,1,40,3,3,0,1,44000,1,2,0,1,0,0,3.6888795,1,0
7687,3,24,3,3,0,1,0,1,2,0,1,0,0,3.1780539,1,0
7661,1,21,5,3,0,3,0,0,0,0,1,0,0,3.0445225,0,0
5651,4,43,0,1,1,1,0,1,1,0,1,0,0,3.7612002,1,0
9058,7,39,3,1,0,1,0,0,0,0,1,0,0,3.6635616,1,0
6054,3,37,3,3,0,1,0,0,0,0,1,0,0,3.6109178,1,0
6739,3,34,3,3,0,1,0,1,1,0,1,0,0,3.5263605,1,0
7795,2,39,3,3,0,1,550,1,1,0,1,0,0,3.6635616,1,0
4772,2,89,4,1,1,4,0,1,2,0,1,0,0,4.4886365,0,1
5303,1,25,2,1,0,1,0,0,0,0,0,0,1,3.2188759,1,0
4640,2,74,2,1,1,1,13100,1,2,1,1,0,1,4.3040652,1,0
8785,2,39,2,1,1,1,0,1,2,0,1,1,1,3.6635616,1,0
4901,5,44,2,1,0,1,74000,1,2,0,1,1,1,3.7841897,1,0
4287,3,60,3,1,1,1,0,1,2,0,1,0,0,4.0943446,1,0
4069,2,70,3,1,1,4,0,1,2,0,1,0,0,4.2484951,0,1
7307,3,50,2,1,1,4,0,1,4,0,1,1,1,3.9120231,0,1
9176,6,47,1,1,1,1,0,1,3,0,1,0,1,3.8501475,1,0
9437,2,57,2,1,1,1,95000,1,2,0,1,0,1,4.0430512,1,0
438,3,77,3,1,1,4,0,1,2,0,1,0,0,4.3438053,0,1
267,4,38,1,1,1,1,9999999,1,2,0,1,0,1,3.6375861,1,0
4987,3,62,2,1,1,1,132000,1,3,0,1,1,1,4.1271343,1,0
8430,2,60,3,1,1,1,0,1,3,0,1,1,0,4.0943446,1,0
6294,1,29,1,3,0,1,0,1,1,0,1,0,1,3.3672957,1,0
7107,2,58,1,1,1,1,325000,1,3,0,1,1,1,4.0604429,1,0
9313,4,33,1,1,1,1,60000,1,2,0,1,1,1,3.4965076,1,0
9485,2,23,1,1,1,1,50000,1,2,0,1,1,1,3.1354942,1,0
8613,6,36,2,1,0,3,0,1,3,0,1,0,1,3.583519,0,0
6228,4,44,2,1,1,1,0,1,3,0,1,1,1,3.7841897,1,0
8014,4,44,3,1,1,5,0,1,2,0,1,0,0,3.7841897,0,0
2473,1,29,3,1,0,1,0,0,0,0,0,0,0,3.3672957,1,0
2067,2,56,3,1,1,1,0,1,2,0,1,0,0,4.0253515,1,0
7150,2,41,3,1,1,1,0,1,1,0,1,0,0,3.713572,1,0
5183,2,68,2,3,1,1,0,1,2,0,1,1,1,4.2195077,1,0
3772,3,64,2,1,1,1,0,1,3,0,1,0,1,4.1588831,1,0
9070,4,45,2,1,1,1,65000,1,3,1,1,0,1,3.8066626,1,0
4278,4,43,4,1,1,1,56000,1,2,0,1,1,0,3.7612002,1,0
4101,2,83,1,1,1,4,0,1,2,0,1,1,1,4.4188404,0,1
6862,1,27,2,3,0,1,0,1,1,0,1,0,1,3.2958369,1,0
4010,1,45,3,3,0,5,0,1,1,0,0,0,0,3.8066626,0,0
4296,2,47,3,3,0,5,0,0,0,0,1,0,0,3.8501475,0,0
7929,5,37,3,2,0,3,0,1,1,0,1,0,0,3.6109178,0,0
6629,3,55,1,7,0,3,0,0,0,0,0,0,1,4.0073333,0,0
697,2,48,1,3,0,5,0,1,1,0,1,0,1,3.871201,0,0
1058,3,79,3,1,1,1,0,1,1,0,1,0,0,4.3694477,1,0
1181,1,56,2,1,0,4,0,0,0,0,0,0,1,4.0253515,0,1
2366,6,39,3,1,0,1,1250,1,1,0,1,0,0,3.6635616,1,0
1269,1,37,1,3,0,1,0,0,0,0,1,0,1,3.6109178,1,0
2377,3,27,3,1,0,1,0,1,1,0,1,0,0,3.2958369,1,0
193,1,83,3,1,1,4,0,1,2,0,1,0,0,4.4188404,0,1
1041,1,78,2,1,1,4,0,1,1,0,1,0,1,4.356709,0,1
1972,1,45,3,4,0,5,0,1,1,0,1,0,0,3.8066626,0,0
2505,5,25,1,1,1,1,26000,1,3,1,1,0,1,3.2188759,1,0
2461,3,23,3,1,0,1,0,1,1,0,1,0,0,3.1354942,1,0
584,2,50,2,6,1,1,145000,1,3,0,1,1,1,3.9120231,1,0
641,1,28,2,1,0,1,0,1,1,0,1,0,1,3.3322046,1,0
577,1,25,2,1,0,1,0,1,1,1,1,0,1,3.2188759,1,0
12,2,55,3,1,1,1,0,1,3,0,1,1,0,4.0073333,1,0
1556,3,65,2,1,1,1,350000,1,4,1,1,1,1,4.1743875,1,0
1722,1,60,2,3,0,6,0,1,1,0,1,0,1,4.0943446,0,0
1731,1,70,2,1,1,4,0,1,3,0,1,0,1,4.2484951,0,1
1660,6,44,2,1,0,1,115000,1,2,1,1,1,1,3.7841897,1,0
2090,2,41,2,1,1,1,35000,1,2,1,1,1,1,3.713572,1,0
1338,1,29,3,1,0,1,50000,1,1,0,1,0,0,3.3672957,1,0
1274,4,37,2,2,1,1,100000,1,2,0,1,1,1,3.6109178,1,0
1686,3,40,2,1,1,1,175000,1,3,0,1,1,1,3.6888795,1,0
1363,2,33,2,3,0,1,0,1,1,1,1,1,1,3.4965076,1,0
1233,3,38,2,3,0,1,0,0,0,1,1,1,1,3.6375861,1,0
3800,2,73,2,1,1,4,0,1,2,0,1,0,1,4.2904596,0,1
5863,4,48,2,1,1,1,0,1,4,0,1,0,1,3.871201,1,0
2457,2,66,3,1,1,4,0,1,3,0,1,0,0,4.1896548,0,1
484,1,51,5,3,0,5,0,1,1,0,1,0,0,3.9318256,0,0
758,4,54,4,1,1,3,0,1,3,0,1,1,0,3.9889841,0,0
4270,2,70,1,1,1,4,0,1,2,0,1,0,1,4.2484951,0,1
3927,4,34,2,1,1,1,0,1,2,0,1,1,1,3.5263605,1,0
6606,2,44,1,1,1,1,65000,1,1,0,1,1,1,3.7841897,1,0
483,2,67,2,1,1,4,0,1,2,0,1,1,1,4.2046928,0,1
733,2,40,2,1,1,1,78000,1,2,0,1,1,1,3.6888795,1,0
307,2,33,3,1,0,1,54000,1,2,0,1,0,0,3.4965076,1,0
154,2,31,2,1,1,1,0,1,2,0,1,1,1,3.4339871,1,0
609,4,40,2,1,1,1,120000,1,2,0,1,1,1,3.6888795,1,0
1834,6,45,2,1,1,1,0,1,3,0,1,0,1,3.8066626,1,0
1418,2,38,4,1,0,1,0,1,1,0,1,0,0,3.6375861,1,0
1030,1,20,3,1,0,3,0,0,0,0,1,0,0,2.9957323,0,0
1068,3,70,3,1,1,4,0,1,2,0,1,0,0,4.2484951,0,1
2079,4,37,2,1,1,1,2000,1,4,1,1,1,1,3.6109178,1,0
1807,2,42,1,4,0,1,0,1,4,0,1,0,1,3.7376697,1,0
1522,1,33,2,3,0,1,0,1,1,0,1,0,1,3.4965076,1,0
1597,1,30,2,3,0,1,77350,1,1,0,1,0,1,3.4011974,1,0
1372,1,27,3,3,0,1,0,1,1,0,1,0,0,3.2958369,1,0
1499,1,26,2,1,0,1,2000,1,3,0,1,0,1,3.2580965,1,0
1465,3,64,2,1,1,1,0,1,4,0,1,0,1,4.1588831,1,0
1574,2,61,1,1,1,1,0,1,3,0,1,1,1,4.1108737,1,0
1555,3,60,1,1,1,1,0,1,3,0,1,0,1,4.0943446,1,0
1589,3,49,2,1,1,1,3000,1,4,1,1,0,1,3.8918202,1,0
1513,4,35,2,1,1,1,0,1,3,0,1,0,1,3.5553482,1,0
1511,4,39,2,1,1,1,74000,1,2,0,1,0,1,3.6635616,1,0
1620,3,37,1,1,1,1,98000,1,2,0,1,1,1,3.6109178,1,0
1467,4,22,2,3,0,3,0,1,2,0,1,0,1,3.0910425,0,0
2404,4,26,1,1,1,1,42000,1,2,1,1,1,1,3.2580965,1,0
220,3,63,2,1,1,1,0,1,5,1,1,1,1,4.1431346,1,0
635,4,59,1,1,1,1,9999999,1,4,0,1,1,1,4.0775375,1,0
472,1,38,2,3,0,1,56200,1,1,0,1,0,1,3.6375861,1,0
216,4,33,2,1,1,1,108000,1,2,0,1,1,1,3.4965076,1,0
806,1,30,2,1,1,1,52000,1,1,0,1,0,1,3.4011974,1,0
820,1,28,3,3,0,1,0,0,0,0,1,0,0,3.3322046,1,0
163,3,26,2,3,0,1,60000,1,2,0,1,1,1,3.2580965,1,0
908,1,23,2,3,0,7,4300,0,0,0,1,0,1,3.1354942,0,0
695,2,71,1,1,1,4,0,1,2,0,1,1,1,4.2626801,0,1
274,2,70,2,6,1,4,0,1,4,0,1,1,1,4.2484951,0,1
2768,1,65,1,3,0,4,0,1,1,0,1,0,1,4.1743875,0,1
3245,1,31,2,3,0,1,0,1,1,0,1,0,1,3.4339871,1,0
3061,4,30,2,3,0,1,0,1,1,0,1,0,1,3.4011974,1,0
3408,5,29,2,4,0,1,9999998,1,2,0,1,0,1,3.3672957,1,0
3319,3,38,1,4,1,1,68000,1,2,0,1,0,1,3.6375861,1,0
1225,2,59,2,1,1,1,773,1,3,0,1,0,1,4.0775375,1,0
1509,1,74,2,3,0,4,0,1,1,0,1,0,1,4.3040652,0,1
1072,2,28,2,2,0,1,0,1,2,0,1,1,1,3.3322046,1,0
1862,3,31,2,1,1,1,0,1,3,1,1,1,1,3.4339871,1,0
810,2,70,3,1,1,6,0,1,2,0,1,0,0,4.2484951,0,0
671,1,78,3,3,0,4,0,0,0,0,1,0,0,4.356709,0,1
4294,1,57,1,1,0,1,0,1,1,0,1,0,1,4.0430512,1,0
5281,1,39,2,1,1,1,0,1,2,0,1,0,1,3.6635616,1,0
5734,4,60,2,1,1,4,0,1,3,0,1,0,1,4.0943446,0,1
