familyid,hhsize,age,lifesatis,dwellingunit,ownhome,employstatus,salary,owncar,numbercars,ownbusiness,healthins,collegeeduc,highlifesatis,logage,employed,retired
9094,3,29,2,1,1,1,50000,1,2,0,1,0,1,3.3672957,1,0
7091,5,35,2,1,1,1,150000,1,2,0,1,1,1,3.5553482,1,0
9478,4,30,2,1,1,1,33000,1,1,1,1,1,1,3.4011974,1,0
5551,2,64,2,4,1,1,0,1,1,0,1,0,1,4.1588831,1,0
8008,4,52,3,1,1,4,0,1,2,0,1,0,0,3.9512436,0,1
6125,3,32,3,2,0,3,0,0,0,0,1,0,0,3.4657359,0,0
8835,6,31,2,1,0,1,0,1,2,0,1,0,1,3.4339871,1,0
1137,1,64,2,1,1,4,0,1,1,0,1,0,1,4.1588831,0,1
1450,3,62,1,1,1,4,0,1,2,0,1,0,1,4.1271343,0,1
1349,2,47,3,1,1,1,0,1,2,0,1,0,0,3.8501475,1,0
1129,2,44,2,1,1,1,0,1,1,0,1,0,1,3.7841897,1,0
2057,1,28,3,1,0,1,0,1,2,0,1,0,0,3.3322046,1,0
1938,3,25,3,2,0,3,0,1,1,0,1,0,0,3.2188759,0,0
1908,1,25,3,1,0,1,0,1,1,0,1,0,0,3.2188759,1,0
1385,1,24,3,1,0,1,0,0,0,0,1,0,0,3.1780539,1,0
2026,1,23,3,1,0,3,0,1,2,0,0,0,0,3.1354942,0,0
1704,3,51,3,4,0,1,0,1,3,0,1,1,0,3.9318256,1,0
4996,1,71,2,1,0,4,0,0,0,0,1,0,1,4.2626801,0,1
5191,2,50,3,1,0,1,0,1,1,0,1,0,0,3.9120231,1,0
4549,1,45,2,1,1,1,0,1,1,0,1,0,1,3.8066626,1,0
6291,7,32,3,3,0,6,0,1,1,0,1,0,0,3.4657359,0,0
5611,7,38,1,1,0,3,0,0,0,0,1,0,1,3.6375861,0,0
5917,1,34,3,3,0,1,0,0,0,0,1,0,0,3.5263605,1,0
4231,5,31,2,1,0,6,0,1,1,0,1,0,1,3.4339871,0,0
4526,2,28,1,2,0,1,40000,1,1,0,1,0,1,3.3322046,1,0
5616,9,50,3,1,0,3,0,1,1,0,1,1,0,3.9120231,0,0
5350,4,36,1,1,1,1,0,1,3,0,1,0,1,3.583519,1,0
5352,5,35,2,1,1,1,30000,1,1,0,1,1,1,3.5553482,1,0
5077,6,64,1,1,1,4,0,1,2,0,1,0,1,4.1588831,0,1
4070,1,89,3,1,0,4,0,0,0,0,1,0,0,4.4886365,0,1
7602,1,57,3,1,1,1,50000,1,1,1,1,0,0,4.0430512,1,0
7464,2,55,2,1,1,1,7250,1,2,0,1,1,1,4.0073333,1,0
6457,1,68,3,1,1,4,0,1,1,0,1,0,0,4.2195077,0,1
2664,1,45,3,3,0,1,0,0,0,0,0,0,0,3.8066626,1,0
735,1,71,3,1,1,1,0,1,1,0,1,0,0,4.2626801,1,0
2647,2,69,2,1,1,4,0,1,2,0,1,1,1,4.2341065,0,1
2576,2,59,2,1,1,1,6750,1,2,0,1,0,1,4.0775375,1,0
2745,1,32,3,3,0,1,39500,1,1,1,1,0,0,3.4657359,1,0
3744,1,27,2,1,1,1,36000,1,1,0,1,0,1,3.2958369,1,0
2618,2,48,1,1,1,1,125000,1,2,0,1,0,1,3.871201,1,0
253,2,64,2,1,1,1,80000,1,3,0,1,0,1,4.1588831,1,0
217,2,47,4,1,1,1,110000,1,3,0,1,1,0,3.8501475,1,0
3026,1,72,3,1,1,5,0,1,1,0,1,0,0,4.2766662,0,0
3110,1,51,2,1,0,1,0,1,1,0,0,0,1,3.9318256,1,0
3040,2,35,2,1,1,1,0,1,2,1,1,0,1,3.5553482,1,0
6668,2,62,4,1,1,1,0,1,2,0,1,1,0,4.1271343,1,0
7207,3,60,2,1,1,3,0,1,3,0,1,0,1,4.0943446,0,0
7256,1,73,0,7,0,5,0,0,0,0,1,0,0,4.2904596,0,0
7272,1,69,0,7,0,1,0,0,0,0,1,0,0,4.2341065,1,0
8360,3,45,3,6,0,1,0,1,1,0,1,0,0,3.8066626,1,0
6050,1,39,3,1,1,1,0,1,1,0,1,0,0,3.6635616,1,0
7290,1,32,2,3,0,1,48567,1,1,0,1,0,1,3.4657359,1,0
6264,2,70,1,2,1,4,0,1,2,0,1,0,1,4.2484951,0,1
7475,6,49,2,1,1,1,80000,1,4,0,1,1,1,3.8918202,1,0
7122,4,48,3,1,1,1,0,1,2,0,1,1,0,3.871201,1,0
356,3,49,1,1,1,1,0,1,4,0,1,1,1,3.8918202,1,0
932,1,24,1,1,0,1,0,1,1,0,1,0,1,3.1780539,1,0
906,2,60,1,1,1,4,0,1,2,0,1,0,1,4.0943446,0,1
788,1,45,2,1,1,1,0,1,1,0,1,0,1,3.8066626,1,0
621,2,68,1,1,1,4,0,1,2,0,1,0,1,4.2195077,0,1
4035,2,83,2,1,1,4,0,1,2,0,1,0,1,4.4188404,0,1
7179,1,38,2,3,1,1,0,1,1,0,0,0,1,3.6375861,1,0
8238,5,34,3,2,0,1,0,1,2,0,1,0,0,3.5263605,1,0
8943,4,33,1,1,1,1,260000,1,2,0,1,1,1,3.4965076,1,0
7373,1,31,2,1,0,1,0,1,1,0,1,0,1,3.4339871,1,0
5817,1,30,3,3,0,1,0,1,1,0,1,0,0,3.4011974,1,0
7628,2,63,3,1,1,1,0,1,2,0,1,0,0,4.1431346,1,0
6364,2,61,1,1,1,1,55000,1,2,0,1,0,1,4.1108737,1,0
7378,2,60,2,1,1,4,0,1,2,0,1,1,1,4.0943446,0,1
7097,3,35,2,1,1,1,0,1,2,0,1,0,1,3.5553482,1,0
8638,5,37,3,1,1,1,0,1,2,0,1,1,0,3.6109178,1,0
3702,3,46,3,1,0,1,0,1,2,1,1,0,0,3.8286414,1,0
1887,3,68,1,1,1,1,9999999,0,0,0,1,0,1,4.2195077,1,0
1416,2,72,2,1,1,4,0,1,2,0,1,0,1,4.2766662,0,1
1755,2,57,1,1,1,1,0,1,4,0,1,0,1,4.0430512,1,0
1273,5,45,1,1,1,1,285000,1,2,0,1,1,1,3.8066626,1,0
1775,3,40,2,1,1,1,120000,1,2,1,1,1,1,3.6888795,1,0
2290,2,28,2,1,1,1,0,1,2,0,1,1,1,3.3322046,1,0
8867,2,40,2,1,1,1,140000,1,2,0,1,0,1,3.6888795,1,0
4553,1,38,4,1,1,1,0,1,2,1,0,0,0,3.6375861,1,0
8046,2,42,2,1,1,1,0,1,1,1,0,0,1,3.7376697,1,0
9452,1,93,0,2,0,4,0,0,0,0,1,0,0,4.5325994,0,1
9256,1,41,2,2,1,1,0,1,2,0,0,0,1,3.713572,1,0
9477,1,39,0,1,0,1,0,0,0,0,1,0,0,3.6635616,1,0
5190,3,36,2,1,1,1,115000,1,2,0,1,1,1,3.583519,1,0
5086,2,65,3,1,1,4,8500,1,2,0,1,0,0,4.1743875,0,1
2151,1,85,3,2,1,4,0,0,0,0,1,0,0,4.4426513,0,1
2104,2,55,2,1,1,1,130000,1,2,1,1,1,1,4.0073333,1,0
2135,4,53,2,1,1,1,95400,1,2,0,1,1,1,3.9702919,1,0
1194,1,78,3,2,0,4,0,1,1,0,1,0,0,4.356709,0,1
2438,1,58,2,1,1,1,108000,1,1,0,1,0,1,4.0604429,1,0
1842,5,55,2,2,0,1,80000,1,4,0,1,1,1,4.0073333,1,0
1538,4,36,1,3,0,1,485,1,2,0,1,1,1,3.583519,1,0
3125,1,86,0,7,0,4,0,1,1,0,1,0,0,4.4543471,0,1
2856,2,59,2,1,1,1,0,1,2,0,1,1,1,4.0775375,1,0
2870,2,56,2,1,1,1,0,1,2,0,1,1,1,4.0253515,1,0
3471,3,34,2,2,0,1,50000,1,1,0,1,0,1,3.5263605,1,0
3646,1,31,3,1,0,1,55000,1,1,0,1,0,0,3.4339871,1,0
3303,2,25,2,3,0,3,0,1,1,0,1,0,1,3.2188759,0,0
3261,1,54,1,1,1,1,9999999,1,1,0,1,0,1,3.9889841,1,0
2869,2,31,2,1,0,1,0,1,2,0,1,1,1,3.4339871,1,0
6306,1,83,3,1,1,1,0,1,2,0,1,0,0,4.4188404,1,0
4745,2,50,1,1,1,1,0,1,2,1,1,0,1,3.9120231,1,0
6674,2,29,3,1,1,3,0,1,3,0,1,0,0,3.3672957,0,0
6099,4,24,2,1,0,1,0,1,2,0,1,0,1,3.1780539,1,0
5849,2,56,2,1,1,1,0,1,2,1,1,1,1,4.0253515,1,0
6700,1,28,3,7,0,1,0,0,0,0,0,0,0,3.3322046,1,0
5018,3,35,5,3,0,1,0,1,1,0,1,0,0,3.5553482,1,0
6213,4,34,2,1,1,1,55000,1,2,0,1,1,1,3.5263605,1,0
5304,1,31,3,3,0,1,0,1,1,0,1,0,0,3.4339871,1,0
5847,3,56,2,1,1,1,0,1,4,0,1,1,1,4.0253515,1,0
4105,2,74,3,1,1,4,0,1,2,0,1,0,0,4.3040652,0,1
5746,6,39,2,1,1,1,60000,1,3,0,1,1,1,3.6635616,1,0
6173,2,61,3,4,1,4,0,1,3,0,1,0,0,4.1108737,0,1
7042,4,42,2,1,1,1,0,1,2,1,1,1,1,3.7376697,1,0
1044,1,68,2,3,0,4,0,1,1,0,1,0,1,4.2195077,0,1
2452,2,38,3,1,1,1,0,1,1,1,1,1,0,3.6375861,1,0
1662,3,32,1,3,0,1,9999999,1,2,0,1,0,1,3.4657359,1,0
1688,3,66,2,1,1,1,70000,1,3,0,1,1,1,4.1896548,1,0
1681,3,68,4,6,0,4,0,1,2,0,1,1,0,4.2195077,0,1
2469,4,69,3,6,1,4,0,1,2,0,1,0,0,4.2341065,0,1
2032,1,20,2,3,0,1,0,1,1,0,1,0,1,2.9957323,1,0
5113,1,72,1,1,0,4,0,1,1,0,1,0,1,4.2766662,0,1
9461,1,38,2,3,0,1,125000,1,1,0,1,0,1,3.6375861,1,0
9394,4,48,2,1,1,1,100000,1,2,0,1,1,1,3.871201,1,0
6344,1,61,1,1,1,1,0,1,1,0,1,0,1,4.1108737,1,0
9019,4,43,4,3,0,1,0,1,2,0,1,0,0,3.7612002,1,0
8493,4,65,3,1,1,1,300,1,2,0,1,0,0,4.1743875,1,0
4381,5,36,2,1,1,1,0,1,2,0,1,0,1,3.583519,1,0
4228,4,31,2,1,0,1,42000,1,4,0,1,0,1,3.4339871,1,0
8877,1,23,3,3,0,1,0,1,1,0,1,0,0,3.1354942,1,0
97,2,69,4,1,1,4,0,1,1,0,1,0,0,4.2341065,0,1
596,2,48,1,4,1,1,0,1,3,1,1,0,1,3.871201,1,0
157,1,46,5,3,0,1,0,1,1,0,1,0,0,3.8286414,1,0
1463,2,80,3,1,1,4,0,1,1,0,1,0,0,4.3820267,0,1
1496,2,61,2,1,1,1,153500,1,3,1,1,1,1,4.1108737,1,0
1831,2,59,2,1,1,1,270375,1,2,0,1,1,1,4.0775375,1,0
1820,2,54,2,1,1,1,0,1,2,0,1,0,1,3.9889841,1,0
1221,4,37,1,1,0,1,0,1,1,0,1,0,1,3.6109178,1,0
1316,3,29,1,1,0,1,80000,1,2,0,1,1,1,3.3672957,1,0
1824,1,28,2,1,1,1,0,1,1,0,1,0,1,3.3322046,1,0
1757,1,26,2,1,0,1,36417,1,3,0,1,0,1,3.2580965,1,0
2048,1,23,2,3,0,3,0,0,0,0,1,0,1,3.1354942,0,0
1159,5,36,1,1,0,1,122750,1,2,0,1,1,1,3.583519,1,0
1180,4,31,1,1,1,1,53920,1,2,0,1,1,1,3.4339871,1,0
2108,2,32,1,3,0,1,72500,1,2,0,1,1,1,3.4657359,1,0
672,1,72,2,1,1,1,0,1,1,1,1,0,1,4.2766662,1,0
316,2,76,2,1,1,4,0,1,3,0,1,1,1,4.3307333,0,1
946,5,54,1,1,1,1,18000,1,2,0,1,1,1,3.9889841,1,0
2703,2,61,3,1,1,4,0,1,3,0,1,0,0,4.1108737,0,1
918,2,70,2,6,1,1,0,1,2,0,1,1,1,4.2484951,1,0
117,1,69,2,3,1,1,0,1,1,0,1,0,1,4.2341065,1,0
391,5,41,2,1,1,1,72000,1,2,0,1,0,1,3.713572,1,0
807,3,37,2,1,1,1,120000,1,2,0,1,1,1,3.6109178,1,0
795,3,62,2,6,1,1,0,1,1,0,1,1,1,4.1271343,1,0
683,2,72,2,3,0,1,4400,1,2,0,1,0,1,4.2766662,1,0
329,2,56,3,1,1,1,78000,1,2,0,1,0,0,4.0253515,1,0
105,1,55,3,3,1,1,0,1,1,0,1,0,0,4.0073333,1,0
204,2,25,2,3,0,1,75000,1,2,0,1,1,1,3.2188759,1,0
331,2,24,3,3,0,1,32000,1,1,0,1,0,0,3.1780539,1,0
852,3,65,1,1,1,1,258187,1,2,0,1,1,1,4.1743875,1,0
819,2,45,1,1,1,1,94716,1,3,0,1,1,1,3.8066626,1,0
273,2,94,1,3,1,4,0,0,0,0,1,0,1,4.5432949,0,1
7430,1,66,4,3,0,1,0,1,1,0,1,0,0,4.1896548,1,0
7933,2,65,2,1,1,4,0,1,2,0,1,1,1,4.1743875,0,1
4280,1,58,3,1,1,1,0,1,1,0,1,0,0,4.0604429,1,0
8159,5,44,2,1,1,1,54000,1,3,0,1,1,1,3.7841897,1,0
7320,2,22,2,2,0,1,0,1,2,0,1,0,1,3.0910425,1,0
3848,1,52,3,3,0,5,0,0,0,0,1,0,0,3.9512436,0,0
401,2,57,2,4,1,1,0,1,2,0,1,1,1,4.0430512,1,0
4569,5,32,3,4,1,1,0,1,3,1,1,0,0,3.4657359,1,0
4711,4,30,2,1,1,1,0,1,4,1,1,0,1,3.4011974,1,0
4684,2,56,1,1,1,1,0,1,1,0,1,0,1,4.0253515,1,0
9137,3,34,3,4,0,1,0,1,2,1,1,0,0,3.5263605,1,0
2557,1,71,3,1,1,4,0,1,3,0,1,0,0,4.2626801,0,1
3463,4,44,1,1,1,1,0,1,5,1,1,0,1,3.7841897,1,0
600,1,81,2,1,1,4,0,1,1,0,1,0,1,4.3944492,0,1
7876,1,62,1,1,0,5,0,1,1,0,1,0,1,4.1271343,0,0
5144,4,37,2,1,1,1,0,1,3,0,1,0,1,3.6109178,1,0
8093,1,23,2,1,0,1,0,1,2,0,1,0,1,3.1354942,1,0
6332,6,37,2,1,1,1,75000,1,4,1,1,0,1,3.6109178,1,0
5121,4,46,1,1,1,1,109000,1,3,0,1,0,1,3.8286414,1,0
172,2,71,2,1,1,1,0,1,2,0,1,0,1,4.2626801,1,0
956,2,59,2,1,1,1,0,1,2,1,1,0,1,4.0775375,1,0
375,4,55,2,1,1,1,0,1,2,0,1,0,1,4.0073333,1,0
359,2,68,1,1,1,4,0,1,2,0,1,1,1,4.2195077,0,1
664,1,40,3,6,1,1,111000,1,1,0,1,0,0,3.6888795,1,0
200,2,35,2,1,1,1,125000,1,2,0,1,1,1,3.5553482,1,0
7403,1,36,2,3,0,1,0,0,0,1,1,0,1,3.583519,1,0
5181,2,33,1,1,1,1,56000,1,2,0,1,0,1,3.4965076,1,0
4412,1,27,2,3,0,1,45000,1,1,0,1,0,1,3.2958369,1,0
4320,2,64,2,6,1,4,0,1,3,1,1,1,1,4.1588831,0,1
9506,3,30,2,1,1,1,75000,1,2,0,1,1,1,3.4011974,1,0
4408,2,58,1,1,1,1,200000,1,2,0,1,1,1,4.0604429,1,0
8576,1,28,3,1,0,1,0,1,1,0,1,0,0,3.3322046,1,0
3855,2,58,2,1,1,3,0,1,2,0,1,1,1,4.0604429,0,0
4222,2,71,3,1,1,1,175000,1,2,0,1,1,0,4.2626801,1,0
4269,2,68,2,6,1,1,50000,1,2,1,1,0,1,4.2195077,1,0
4214,2,63,2,3,1,4,0,1,2,0,1,1,1,4.1431346,0,1
4618,3,39,3,3,0,1,0,1,2,0,1,1,0,3.6635616,1,0
4785,2,36,2,1,1,1,118000,1,2,0,1,1,1,3.583519,1,0
4559,1,35,3,1,0,3,0,0,0,0,1,0,0,3.5553482,0,0
5277,1,32,2,3,1,1,128000,0,0,0,1,0,1,3.4657359,1,0
5794,1,29,3,3,0,1,60000,1,1,0,1,0,0,3.3672957,1,0
2707,1,69,3,3,1,4,0,1,1,1,1,0,0,4.2341065,0,1
2669,1,44,2,3,1,1,59675,1,1,0,1,0,1,3.7841897,1,0
3115,1,38,3,3,0,1,104000,0,0,0,1,0,0,3.6375861,1,0
2685,4,38,1,3,1,1,80000,1,2,0,1,1,1,3.6375861,1,0
2744,2,35,2,3,1,1,9999999,0,0,0,1,1,1,3.5553482,1,0
2831,2,68,2,1,1,3,0,1,2,0,1,1,1,4.2195077,0,0
3707,4,43,2,1,0,1,485000,1,1,0,1,1,1,3.7612002,1,0
2801,3,41,2,3,0,1,0,0,0,1,1,1,1,3.713572,1,0
2754,2,39,3,3,0,1,36500,1,2,0,1,1,0,3.6635616,1,0
4807,2,81,1,1,1,4,0,1,2,0,1,1,1,4.3944492,0,1
9226,3,53,1,1,1,1,500000,1,3,0,1,1,1,3.9702919,1,0
9442,2,26,2,3,0,1,90000,1,1,0,1,1,1,3.2580965,1,0
5362,2,89,3,3,1,4,0,1,2,0,1,1,0,4.4886365,0,1
7664,1,61,2,6,0,1,0,1,2,1,1,0,1,4.1108737,1,0
9348,3,29,3,1,1,1,72000,1,2,0,1,1,0,3.3672957,1,0
7368,2,64,1,1,1,1,2000000,1,4,1,1,1,1,4.1588831,1,0
6669,3,30,2,3,0,1,90000,1,2,0,1,1,1,3.4011974,1,0
5179,2,30,2,3,0,1,0,0,0,0,1,1,1,3.4011974,1,0
5703,2,87,1,1,1,4,0,1,1,0,1,0,1,4.4659081,0,1
8508,1,59,2,1,0,1,0,0,0,1,1,0,1,4.0775375,1,0
4730,1,37,1,3,0,1,60000,0,0,0,0,0,1,3.6109178,1,0
6160,2,64,2,1,1,1,200000,1,2,1,1,0,1,4.1588831,1,0
5552,2,60,1,1,1,1,150000,1,2,0,1,1,1,4.0943446,1,0
5801,2,31,2,3,0,1,50000,0,0,0,1,1,1,3.4339871,1,0
2007,2,74,2,1,1,4,0,1,4,1,1,0,1,4.3040652,0,1
2044,1,50,2,1,1,1,3400,1,3,1,1,0,1,3.9120231,1,0
528,5,38,2,1,1,1,0,1,8,1,1,1,1,3.6375861,1,0
232,2,67,1,1,1,4,0,1,3,0,1,1,1,4.2046928,0,1
622,2,39,3,1,1,1,0,1,2,0,1,1,0,3.6635616,1,0
393,1,89,3,1,1,4,0,1,1,0,1,0,0,4.4886365,0,1
131,2,69,4,2,0,4,0,0,0,0,1,0,0,4.2341065,0,1
399,3,37,3,1,1,1,0,1,2,0,1,0,0,3.6109178,1,0
407,4,36,3,1,0,1,0,1,1,0,1,1,0,3.583519,1,0
945,3,36,1,1,0,1,86000,1,2,0,1,1,1,3.583519,1,0
7233,5,51,3,2,1,6,0,1,1,0,1,0,0,3.9318256,0,0
5868,2,57,3,1,1,1,2000,1,5,1,1,1,0,4.0430512,1,0
2981,1,32,2,3,0,1,51500,1,1,0,1,0,1,3.4657359,1,0
3291,3,59,2,1,1,1,120000,1,2,0,1,1,1,4.0775375,1,0
3160,5,35,3,3,0,3,0,1,1,0,1,0,0,3.5553482,0,0
3450,5,27,2,6,0,1,52000,1,2,1,1,0,1,3.2958369,1,0
6111,2,68,2,1,1,4,0,1,2,0,1,0,1,4.2195077,0,1
9062,3,46,2,1,1,1,0,1,4,0,1,1,1,3.8286414,1,0
8619,4,37,2,1,1,1,165000,1,2,0,1,1,1,3.6109178,1,0
6185,4,65,3,1,1,4,0,1,1,0,1,0,0,4.1743875,0,1
9340,4,28,1,3,0,1,0,1,2,0,1,0,1,3.3322046,1,0
2709,1,66,1,1,1,1,190000,1,1,0,1,0,1,4.1896548,1,0
3300,1,63,2,1,1,4,0,1,1,0,1,0,1,4.1431346,0,1
3385,3,40,2,3,0,5,0,1,2,1,1,1,1,3.6888795,0,0
3687,4,38,2,1,1,1,70000,1,2,0,1,0,1,3.6375861,1,0
2740,2,29,2,1,1,7,26000,1,1,0,1,0,1,3.3672957,0,0
3067,2,70,2,2,1,4,0,1,2,0,1,1,1,4.2484951,0,1
2719,3,35,2,1,0,1,0,1,2,0,1,1,1,3.5553482,1,0
3258,4,50,2,1,1,1,130000,1,2,1,1,1,1,3.9120231,1,0
2759,4,43,2,1,0,1,0,1,4,0,1,0,1,3.7612002,1,0
7376,2,64,3,1,1,1,0,1,2,0,1,1,0,4.1588831,1,0
5540,2,57,4,1,1,1,0,1,3,1,1,0,0,4.0430512,1,0
8759,2,39,3,3,0,1,0,1,1,0,1,0,0,3.6635616,1,0
3817,1,26,1,1,0,1,4600,1,1,0,1,0,1,3.2580965,1,0
6464,2,27,3,6,0,1,35000,1,2,0,1,1,0,3.2958369,1,0
1404,2,79,3,1,1,1,0,1,1,0,1,1,0,4.3694477,1,0
2517,3,51,3,1,1,1,117000,1,2,0,1,0,0,3.9318256,1,0
1201,3,47,2,1,1,1,290000,1,2,0,1,1,1,3.8501475,1,0
576,1,87,2,3,0,4,0,0,0,0,1,0,1,4.4659081,0,1
891,2,56,5,1,1,3,0,1,3,0,1,0,0,4.0253515,0,0
4175,2,58,3,1,1,1,0,1,3,0,1,1,0,4.0604429,1,0
5855,1,59,3,1,1,1,0,1,1,1,1,0,0,4.0775375,1,0
5023,2,48,2,3,0,1,0,1,2,0,1,0,1,3.871201,1,0
6135,2,57,0,1,1,1,35000,1,1,0,0,0,0,4.0430512,1,0
848,2,75,1,1,1,4,0,1,3,1,1,1,1,4.3174882,0,1
964,4,51,2,1,1,1,115000,1,2,0,1,1,1,3.9318256,1,0
998,2,76,2,1,1,4,0,1,2,0,1,1,1,4.3307333,0,1
992,6,49,4,1,1,1,0,1,3,0,1,1,0,3.8918202,1,0
1153,2,86,1,1,1,6,0,1,2,0,1,0,1,4.4543471,0,0
1369,1,52,2,1,1,1,47500,1,1,0,1,0,1,3.9512436,1,0
1272,1,26,1,1,1,1,76000,1,2,0,1,0,1,3.2580965,1,0
1300,1,26,2,3,0,1,38000,1,1,0,1,0,1,3.2580965,1,0
1533,3,57,2,1,1,1,0,1,3,0,1,0,1,4.0430512,1,0
1325,5,51,1,1,1,1,0,1,6,0,1,0,1,3.9318256,1,0
2269,2,54,2,1,1,1,9999999,1,2,1,0,0,1,3.9889841,1,0
1954,3,39,2,1,1,1,9999999,1,1,0,1,1,1,3.6635616,1,0
1624,5,28,2,1,1,1,0,1,2,0,1,0,1,3.3322046,1,0
1527,2,23,2,1,0,1,0,1,2,0,1,0,1,3.1354942,1,0
456,1,79,1,6,1,4,0,1,1,0,1,0,1,4.3694477,0,1
5072,1,96,0,1,1,4,0,0,0,0,1,0,0,4.5643482,0,1
4005,1,66,2,1,1,4,0,1,1,0,1,0,1,4.1896548,0,1
3908,2,65,1,1,1,4,0,1,10,0,1,0,1,4.1743875,0,1
4071,1,39,2,1,0,1,106000,1,4,1,1,0,1,3.6635616,1,0
9460,3,32,1,1,0,1,0,1,1,0,1,0,1,3.4657359,1,0
9424,2,56,2,1,1,1,5000,0,0,1,1,1,1,4.0253515,1,0
7816,1,54,2,3,0,1,0,1,1,1,0,0,1,3.9889841,1,0
7608,1,52,3,3,0,1,0,1,1,0,1,0,0,3.9512436,1,0
5249,2,24,1,6,0,3,0,1,2,0,1,0,1,3.1780539,0,0
5394,3,50,2,1,0,1,0,1,3,0,1,0,1,3.9120231,1,0
5441,2,83,2,1,1,6,0,1,1,0,1,0,1,4.4188404,0,0
5573,1,63,1,1,0,1,0,0,0,0,1,0,1,4.1431346,1,0
5754,2,61,2,1,0,1,0,1,2,1,1,0,1,4.1108737,1,0
8436,3,59,3,1,0,1,0,1,2,1,1,0,0,4.0775375,1,0
5178,2,57,2,1,1,1,31000,1,2,0,1,0,1,4.0430512,1,0
6755,2,55,1,1,1,1,0,1,2,0,1,0,1,4.0073333,1,0
5741,1,52,3,3,0,5,0,1,1,0,1,0,0,3.9512436,0,0
6063,2,46,2,1,1,1,150000,1,2,0,1,1,1,3.8286414,1,0
5293,2,47,2,1,1,1,95000,1,2,1,1,1,1,3.8501475,1,0
5374,1,43,1,1,1,1,0,1,1,0,1,0,1,3.7612002,1,0
6128,1,46,3,1,0,1,0,1,1,0,1,0,0,3.8286414,1,0
6736,4,42,3,1,0,1,50000,1,1,0,1,0,0,3.7376697,1,0
9589,7,40,2,1,1,1,0,1,1,1,0,0,1,3.6888795,1,0
5259,3,38,2,1,0,1,0,1,1,0,1,0,1,3.6375861,1,0
6198,6,36,1,1,1,1,200,1,2,0,1,1,1,3.583519,1,0
5517,4,36,2,1,1,1,47000,1,2,0,1,1,1,3.583519,1,0
5128,4,35,1,1,0,1,0,1,1,0,1,0,1,3.5553482,1,0
5991,5,32,2,1,0,6,0,1,5,0,1,1,1,3.4657359,0,0
5266,3,28,1,1,1,1,0,1,2,0,1,1,1,3.3322046,1,0
7432,3,24,1,1,0,1,0,1,4,0,1,0,1,3.1780539,1,0
5279,2,22,1,1,0,1,0,1,2,0,1,1,1,3.0910425,1,0
7112,2,50,0,1,1,1,194000,1,1,0,1,0,0,3.9120231,1,0
7936,6,39,2,1,1,1,0,1,2,0,1,0,1,3.6635616,1,0
5757,5,38,2,1,1,1,60000,1,2,0,1,1,1,3.6375861,1,0
5406,4,42,2,1,1,1,0,1,2,0,1,1,1,3.7376697,1,0
6908,4,46,3,1,1,1,0,1,5,1,1,0,0,3.8286414,1,0
6078,2,27,2,1,1,1,0,1,2,0,1,1,1,3.2958369,1,0
5511,3,41,2,1,1,1,0,1,2,0,1,0,1,3.713572,1,0
5533,4,40,2,1,1,1,0,1,2,0,1,0,1,3.6888795,1,0
7360,2,26,2,1,0,7,0,1,2,0,1,1,1,3.2580965,0,0
6407,1,87,2,1,1,4,0,1,1,0,1,0,1,4.4659081,0,1
5131,1,37,3,1,0,1,0,1,1,1,1,0,0,3.6109178,1,0
7849,6,33,3,2,0,6,0,0,0,0,1,0,0,3.4965076,0,0
7644,5,47,2,1,1,1,0,1,5,0,1,1,1,3.8501475,1,0
7019,4,38,3,1,0,1,0,1,2,0,1,1,0,3.6375861,1,0
567,2,90,2,1,1,4,0,1,2,0,1,1,1,4.4998097,0,1
617,1,52,3,1,0,3,0,1,1,0,1,0,0,3.9512436,0,0
821,4,51,2,1,1,1,0,1,3,0,1,0,1,3.9318256,1,0
6477,1,93,0,1,1,4,0,1,1,0,1,0,0,4.5325994,0,1
4273,2,64,2,1,1,4,0,1,3,0,1,0,1,4.1588831,0,1
4097,4,37,2,1,0,1,0,1,2,0,1,0,1,3.6109178,1,0
4977,2,82,2,1,1,4,0,1,2,0,1,0,1,4.4067192,0,1
8730,1,57,2,3,0,1,0,1,1,1,0,0,1,4.0430512,1,0
4726,3,35,1,1,1,1,0,1,5,0,0,0,1,3.5553482,1,0
3987,1,28,2,3,0,1,60000,1,1,1,1,0,1,3.3322046,1,0
4534,3,55,1,1,1,1,136000,1,3,0,1,0,1,4.0073333,1,0
6047,5,51,3,1,1,1,109500,1,4,0,1,1,0,3.9318256,1,0
753,2,77,2,1,1,4,0,1,4,1,1,0,1,4.3438053,0,1
710,4,44,2,1,1,1,110000,1,2,0,1,1,1,3.7841897,1,0
5104,2,80,2,2,1,4,0,0,0,0,1,0,1,4.3820267,0,1
7818,3,57,1,1,1,1,176000,1,3,0,1,0,1,4.0430512,1,0
5091,1,53,3,2,0,1,0,1,1,0,1,0,0,3.9702919,1,0
4982,1,45,3,6,1,1,40000,1,2,0,1,0,0,3.8066626,1,0
4564,4,24,2,2,0,7,0,1,4,0,1,1,1,3.1780539,0,0
6961,4,40,1,1,1,1,0,1,1,0,1,1,1,3.6888795,1,0
7856,5,40,1,1,1,1,0,1,3,0,1,0,1,3.6888795,1,0
5367,2,67,2,1,1,4,0,1,4,0,1,1,1,4.2046928,0,1
5631,2,63,2,1,1,1,0,1,2,0,1,0,1,4.1431346,1,0
